"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"2264","CTYZ_00000200","Ctyz_8",2,2,1,1,1.5,0.58
"2265","CTYZ_00000202","Ctyz_8",1,2,1,NA,1.33,0.58
"2266","CTYZ_00000206","Ctyz_8",1,3,1,2,1.75,0.96
"2267","CTYZ_00000207","Ctyz_8",1,4,NA,3,2.67,1.53
"2268","CTYZ_00000208","Ctyz_8",1,6,5,33,11.25,14.66
"2269","CTYZ_00000209","Ctyz_8",7,13,9,8,9.25,2.63
"2270","CTYZ_00000210","Ctyz_8",3,1,1,2,1.75,0.96
"2271","CTYZ_00000212","Ctyz_8",2,4,1,3,2.5,1.29
"2272","CTYZ_00000215","Ctyz_8",3,6,1,3,3.25,2.06
"2273","CTYZ_00000216","Ctyz_8",1,1,1,3,1.5,1
"2274","CTYZ_00000217","Ctyz_8",11,2,NA,1,4.67,5.51
"2275","CTYZ_00000218","Ctyz_8",2,2,2,2,2,0
"2276","CTYZ_00000219","Ctyz_8",2,1,NA,1,1.33,0.58
"2277","CTYZ_00000222","Ctyz_8",3,2,NA,1,2,1
"2278","CTYZ_00000223","Ctyz_8",8,9,5,4,6.5,2.38
"2279","CTYZ_00000224","Ctyz_8",2,2,NA,1,1.67,0.58
"2280","CTYZ_00000225","Ctyz_8",1,7,NA,4,4,3
"2281","CTYZ_00000226","Ctyz_8",1,3,2,1,1.75,0.96
"2282","CTYZ_00000227","Ctyz_8",2,5,1,3,2.75,1.71
"2283","CTYZ_00000228","Ctyz_8",1,1,1,2,1.25,0.5
"2284","CTYZ_00000231","Ctyz_8",1,NA,NA,1,1,0
"2285","CTYZ_00000234","Ctyz_8",1,1,1,1,1,0
"2286","CTYZ_00000237","Ctyz_8",6,11,2,7,6.5,3.7
"2287","CTYZ_00000240","Ctyz_8",1,2,NA,13,5.33,6.66
"2288","CTYZ_00000241","Ctyz_8",4,6,NA,6,5.33,1.15
"2289","CTYZ_00000242","Ctyz_8",3,3,2,4,3,0.82
"2290","CTYZ_00000243","Ctyz_8",1,1,1,1,1,0
"2291","CTYZ_00000244","Ctyz_8",12,34,5,20,17.75,12.45
"2292","CTYZ_00000245","Ctyz_8",17,19,NA,30,22,7
"2293","CTYZ_00000246","Ctyz_8",4,2,1,6,3.25,2.22
"2294","CTYZ_00000247","Ctyz_8",2,1,NA,2,1.67,0.58
"2295","CTYZ_00000249","Ctyz_8",7,1,1,4,3.25,2.87
"2296","CTYZ_00000250","Ctyz_8",4,1,NA,1,2,1.73
"2297","CTYZ_00000251","Ctyz_8",1,3,3,1,2,1.15
"2298","CTYZ_00000252","Ctyz_8",3,6,1,3,3.25,2.06
"2299","CTYZ_00000255","Ctyz_8",4,4,1,2,2.75,1.5
"2300","CTYZ_00000256","Ctyz_8",1,1,2,1,1.25,0.5
"2301","CTYZ_00000257","Ctyz_8",6,4,3,5,4.5,1.29
"2302","CTYZ_00000258","Ctyz_8",1,2,2,2,1.75,0.5
"2303","CTYZ_00000259","Ctyz_8",2,2,NA,3,2.33,0.58
"2304","CTYZ_00000261","Ctyz_8",1,1,NA,1,1,0
"2305","CTYZ_00000263","Ctyz_8",1,2,2,2,1.75,0.5
"2306","CTYZ_00000264","Ctyz_8",3,5,1,4,3.25,1.71
"2307","CTYZ_00000265","Ctyz_8",1,3,1,2,1.75,0.96
"2308","CTYZ_00000266","Ctyz_8",5,4,2,6,4.25,1.71
"2309","CTYZ_00000268","Ctyz_8",3,NA,NA,2,2.5,0.71
"2310","CTYZ_00000269","Ctyz_8",2,4,2,2,2.5,1
"2311","CTYZ_00000270","Ctyz_8",1,1,NA,1,1,0
"2312","CTYZ_00000273","Ctyz_8",2,3,3,2,2.5,0.58
"2313","CTYZ_00000272","Ctyz_8",1,2,1,NA,1.33,0.58
"2314","CTYZ_00000274","Ctyz_8",1,8,1,1,2.75,3.5
"2315","CTYZ_00000278","Ctyz_8",2,1,NA,3,2,1
"2316","CTYZ_00000279","Ctyz_8",2,4,4,3,3.25,0.96
"2317","CTYZ_00000284","Ctyz_8",2,3,1,2,2,0.82
"2318","CTYZ_00000287","Ctyz_8",10,12,3,15,10,5.1
"2319","CTYZ_00000288","Ctyz_8",2,1,1,1,1.25,0.5
"2320","CTYZ_00000289","Ctyz_8",1,NA,NA,2,1.5,0.71
"2321","CTYZ_00000290","Ctyz_8",1,2,1,1,1.25,0.5
"2322","CTYZ_00000291","Ctyz_8",1,NA,NA,NA,1,NA
"2323","CTYZ_00000292","Ctyz_8",2,2,2,3,2.25,0.5
"2324","CTYZ_00000294","Ctyz_8",6,6,NA,5,5.67,0.58
"2325","CTYZ_00000295","Ctyz_8",9,9,6,8,8,1.41
"2326","CTYZ_00000296","Ctyz_8",3,2,NA,3,2.67,0.58
"2327","CTYZ_00000297","Ctyz_8",1,1,NA,1,1,0
"2328","CTYZ_00000298","Ctyz_8",2,1,NA,2,1.67,0.58
"2329","CTYZ_00000299","Ctyz_8",1,NA,NA,NA,1,NA
"2330","CTYZ_00000301","Ctyz_8",1,2,NA,2,1.67,0.58
"2331","CTYZ_00000302","Ctyz_8",8,6,1,8,5.75,3.3
"2332","CTYZ_00000303","Ctyz_8",3,4,5,5,4.25,0.96
"2333","CTYZ_00000304","Ctyz_8",1,2,NA,1,1.33,0.58
"2334","CTYZ_00000306","Ctyz_8",1,3,NA,2,2,1
"2335","CTYZ_00000307","Ctyz_8",2,3,NA,3,2.67,0.58
"2336","CTYZ_00000313","Ctyz_8",1,1,1,1,1,0
"2337","CTYZ_00000318","Ctyz_8",1,3,2,1,1.75,0.96
"2338","CTYZ_00000320","Ctyz_8",4,19,2,4,7.25,7.89
"2339","CTYZ_00000323","Ctyz_8",3,1,NA,1,1.67,1.15
"2340","CTYZ_00000327","Ctyz_8",4,7,2,3,4,2.16
"2341","CTYZ_00000329","Ctyz_8",1,1,NA,1,1,0
"2342","CTYZ_00000334","Ctyz_8",1,5,NA,1,2.33,2.31
"2343","CTYZ_00000335","Ctyz_8",1,2,1,NA,1.33,0.58
"2344","CTYZ_00000340","Ctyz_8",2,3,NA,2,2.33,0.58
"2345","CTYZ_00000348","Ctyz_8",1,1,NA,1,1,0
"2346","CTYZ_00000357","Ctyz_8",1,NA,NA,NA,1,NA
"2347","CTYZ_00000358","Ctyz_8",1,2,1,NA,1.33,0.58
"2348","CTYZ_00000359","Ctyz_8",1,2,NA,1,1.33,0.58
"2349","CTYZ_00000362","Ctyz_8",2,3,1,2,2,0.82
"2350","CTYZ_00000363","Ctyz_8",1,1,NA,1,1,0
"2351","CTYZ_00000364","Ctyz_8",2,3,NA,NA,2.5,0.71
"2352","CTYZ_00000367","Ctyz_8",2,5,5,2,3.5,1.73
"2353","CTYZ_00000368","Ctyz_8",3,NA,NA,1,2,1.41
"2354","CTYZ_00000369","Ctyz_8",3,2,NA,2,2.33,0.58
"2355","CTYZ_00000370","Ctyz_8",3,4,1,3,2.75,1.26
"2356","CTYZ_00000371","Ctyz_8",1,2,1,NA,1.33,0.58
"2357","CTYZ_00000373","Ctyz_8",1,1,NA,1,1,0
"2358","CTYZ_00000376","Ctyz_8",2,3,1,1,1.75,0.96
"2359","CTYZ_00000377","Ctyz_8",1,4,3,1,2.25,1.5
"2360","CTYZ_00000382","Ctyz_8",1,1,NA,1,1,0
"2361","CTYZ_00000383","Ctyz_8",5,6,3,3,4.25,1.5
"2362","CTYZ_00000384","Ctyz_8",1,3,2,1,1.75,0.96
"2363","CTYZ_00000385","Ctyz_8",7,32,8,11,14.5,11.79
"2364","CTYZ_00000389","Ctyz_8",3,2,2,4,2.75,0.96
"2365","CTYZ_00000391","Ctyz_8",1,NA,NA,1,1,0
"2366","CTYZ_00000392","Ctyz_8",5,3,NA,1,3,2
"2367","CTYZ_00000393","Ctyz_8",7,3,25,NA,11.67,11.72
"2368","CTYZ_00000394","Ctyz_8",4,5,1,5,3.75,1.89
"2369","CTYZ_00000395","Ctyz_8",9,7,1,9,6.5,3.79
"2370","CTYZ_00000397","Ctyz_8",2,2,NA,2,2,0
"2371","CTYZ_00000398","Ctyz_8",2,9,4,3,4.5,3.11
"2372","CTYZ_00000401","Ctyz_8",2,1,1,1,1.25,0.5
"2373","CTYZ_00000402","Ctyz_8",1,NA,NA,NA,1,NA
"2374","CTYZ_00000403","Ctyz_8",6,4,2,5,4.25,1.71
"2375","CTYZ_00000407","Ctyz_8",1,3,2,5,2.75,1.71
"2376","CTYZ_00000409","Ctyz_8",1,NA,NA,1,1,0
"2377","CTYZ_00000410","Ctyz_8",2,2,NA,1,1.67,0.58
"2378","CTYZ_00000411","Ctyz_8",2,4,2,1,2.25,1.26
"2379","CTYZ_00000413","Ctyz_8",4,3,NA,4,3.67,0.58
"2380","CTYZ_00000415","Ctyz_8",1,1,NA,2,1.33,0.58
"2381","CTYZ_00000417","Ctyz_8",3,3,1,3,2.5,1
"2382","CTYZ_00000418","Ctyz_8",1,2,1,1,1.25,0.5
"2383","CTYZ_00000420","Ctyz_8",2,2,1,2,1.75,0.5
"2384","CTYZ_00000421","Ctyz_8",3,3,1,2,2.25,0.96
"2385","CTYZ_00000422","Ctyz_8",1,2,2,NA,1.67,0.58
"2386","CTYZ_00000423","Ctyz_8",2,3,NA,1,2,1
"2387","CTYZ_00000424","Ctyz_8",4,3,1,3,2.75,1.26
"2388","CTYZ_00000425","Ctyz_8",1,3,NA,3,2.33,1.15
"2389","CTYZ_00000426","Ctyz_8",2,2,NA,NA,2,0
"2390","CTYZ_00000428","Ctyz_8",3,5,1,3,3,1.63
"2391","CTYZ_00000429","Ctyz_8",1,1,NA,1,1,0
"2392","CTYZ_00000430","Ctyz_8",2,4,4,3,3.25,0.96
"2393","CTYZ_00000432","Ctyz_8",1,NA,NA,1,1,0
"2394","CTYZ_00000434","Ctyz_8",3,1,NA,1,1.67,1.15
"2395","CTYZ_00000435","Ctyz_8",18,8,2,13,10.25,6.85
"2396","CTYZ_00000436","Ctyz_8",2,2,NA,2,2,0
"2397","CTYZ_00000437","Ctyz_8",5,7,6,4,5.5,1.29
"2398","CTYZ_00000438","Ctyz_8",8,8,1,10,6.75,3.95
"2399","CTYZ_00000441","Ctyz_8",1,1,NA,1,1,0
"2400","CTYZ_00000442","Ctyz_8",3,3,1,5,3,1.63
"2401","CTYZ_00000444","Ctyz_8",2,NA,2,3,2.33,0.58
"2402","CTYZ_00000446","Ctyz_8",2,5,1,1,2.25,1.89
"2403","CTYZ_00000449","Ctyz_8",7,1,NA,1,3,3.46
"2404","CTYZ_00000451","Ctyz_8",1,2,1,1,1.25,0.5
"2405","CTYZ_00000452","Ctyz_8",2,NA,NA,NA,2,NA
"2406","CTYZ_00000453","Ctyz_8",3,6,1,5,3.75,2.22
"2407","CTYZ_00000454","Ctyz_8",3,7,2,7,4.75,2.63
"2408","CTYZ_00000455","Ctyz_8",3,2,NA,3,2.67,0.58
"2409","CTYZ_00000458","Ctyz_8",2,1,NA,NA,1.5,0.71
"2410","CTYZ_00000459","Ctyz_8",7,7,1,6,5.25,2.87
"2411","CTYZ_00000460","Ctyz_8",5,4,2,5,4,1.41
"2412","CTYZ_00000461","Ctyz_8",1,1,NA,NA,1,0
"2413","CTYZ_00000463","Ctyz_8",1,NA,NA,1,1,0
"2414","CTYZ_00000465","Ctyz_8",2,6,2,2,3,2
"2415","CTYZ_00000466","Ctyz_8",2,NA,NA,2,2,0
"2416","CTYZ_00000468","Ctyz_8",3,2,NA,8,4.33,3.21
"2417","CTYZ_00000469","Ctyz_8",1,2,NA,1,1.33,0.58
"2418","CTYZ_00000471","Ctyz_8",3,7,2,3,3.75,2.22
"2419","CTYZ_00000474","Ctyz_8",2,5,1,6,3.5,2.38
"2420","CTYZ_00000475","Ctyz_8",3,2,2,2,2.25,0.5
"2421","CTYZ_00000478","Ctyz_8",2,4,NA,2,2.67,1.15
"2422","CTYZ_00000479","Ctyz_8",3,4,1,5,3.25,1.71
"2423","CTYZ_00000484","Ctyz_8",1,2,NA,NA,1.5,0.71
"2424","CTYZ_00000485","Ctyz_8",1,3,NA,5,3,2
"2425","CTYZ_00000487","Ctyz_8",2,5,NA,3,3.33,1.53
"2426","CTYZ_00000488","Ctyz_8",4,1,1,1,1.75,1.5
"2427","CTYZ_00000489","Ctyz_8",6,10,4,8,7,2.58
"2428","CTYZ_00000490","Ctyz_8",10,10,6,8,8.5,1.91
"2429","CTYZ_00000492","Ctyz_8",6,1,NA,3,3.33,2.52
"2430","CTYZ_00000495","Ctyz_8",3,3,NA,3,3,0
"2431","CTYZ_00000496","Ctyz_8",3,2,2,3,2.5,0.58
"2432","CTYZ_00000497","Ctyz_8",2,1,NA,6,3,2.65
"2433","CTYZ_00000499","Ctyz_8",6,11,2,12,7.75,4.65
"2434","CTYZ_00000501","Ctyz_8",2,2,NA,4,2.67,1.15
"2435","CTYZ_00000503","Ctyz_8",4,NA,NA,NA,4,NA
"2436","CTYZ_00000504","Ctyz_8",1,NA,NA,NA,1,NA
"2437","CTYZ_00000506","Ctyz_8",5,6,4,4,4.75,0.96
"2438","CTYZ_00000507","Ctyz_8",1,NA,NA,NA,1,NA
"2439","CTYZ_00000508","Ctyz_8",1,3,2,2,2,0.82
"2440","CTYZ_00000511","Ctyz_8",1,2,1,3,1.75,0.96
"2441","CTYZ_00000514","Ctyz_8",1,1,NA,2,1.33,0.58
"2442","CTYZ_00000516","Ctyz_8",4,6,3,3,4,1.41
"2443","CTYZ_00000517","Ctyz_8",3,5,1,5,3.5,1.91
"2444","CTYZ_00000520","Ctyz_8",2,2,NA,6,3.33,2.31
"2445","CTYZ_00000522","Ctyz_8",6,1,NA,6,4.33,2.89
"2446","CTYZ_00000524","Ctyz_8",5,3,2,3,3.25,1.26
"2447","CTYZ_00000525","Ctyz_8",10,21,8,27,16.5,9.04
"2448","CTYZ_00000526","Ctyz_8",1,3,NA,4,2.67,1.53
"2449","CTYZ_00000527","Ctyz_8",2,4,2,4,3,1.15
"2450","CTYZ_00000530","Ctyz_8",1,1,NA,NA,1,0
"2451","CTYZ_00000531","Ctyz_8",2,1,NA,1,1.33,0.58
"2452","CTYZ_00000532","Ctyz_8",6,6,1,3,4,2.45
"2453","CTYZ_00000534","Ctyz_8",3,1,NA,3,2.33,1.15
"2454","CTYZ_00000535","Ctyz_8",9,13,1,13,9,5.66
"2455","CTYZ_00000536","Ctyz_8",2,7,3,4,4,2.16
"2456","CTYZ_00000538","Ctyz_8",2,1,1,NA,1.33,0.58
"2457","CTYZ_00000542","Ctyz_8",1,3,NA,1,1.67,1.15
"2458","CTYZ_00000544","Ctyz_8",2,2,1,NA,1.67,0.58
"2459","CTYZ_00000546","Ctyz_8",1,NA,NA,NA,1,NA
"2460","CTYZ_00000547","Ctyz_8",1,NA,NA,1,1,0
"2461","CTYZ_00000550","Ctyz_8",1,NA,NA,1,1,0
"2462","CTYZ_00000553","Ctyz_8",2,1,1,NA,1.33,0.58
"2463","CTYZ_00000554","Ctyz_8",2,2,2,2,2,0
"2464","CTYZ_00000557","Ctyz_8",1,1,1,2,1.25,0.5
"2465","CTYZ_00000558","Ctyz_8",6,6,1,4,4.25,2.36
"2466","CTYZ_00000559","Ctyz_8",2,2,NA,2,2,0
"2467","CTYZ_00000561","Ctyz_8",1,2,2,2,1.75,0.5
"2468","CTYZ_00000562","Ctyz_8",3,3,NA,3,3,0
"2469","CTYZ_00000563","Ctyz_8",6,8,2,11,6.75,3.77
"2470","CTYZ_00000565","Ctyz_8",1,2,1,NA,1.33,0.58
"2471","CTYZ_00000566","Ctyz_8",4,3,1,5,3.25,1.71
"2472","CTYZ_00000570","Ctyz_8",1,2,1,1,1.25,0.5
"2473","CTYZ_00000571","Ctyz_8",1,NA,NA,1,1,0
"2474","CTYZ_00000572","Ctyz_8",2,2,NA,3,2.33,0.58
"2475","CTYZ_00000573","Ctyz_8",3,3,NA,3,3,0
"2476","CTYZ_00000574","Ctyz_8",9,16,3,8,9,5.35
"2477","CTYZ_00000575","Ctyz_8",8,8,3,11,7.5,3.32
"2478","CTYZ_00000576","Ctyz_8",3,9,5,102,29.75,48.23
"2479","CTYZ_00000577","Ctyz_8",2,2,2,2,2,0
"2480","CTYZ_00000578","Ctyz_8",6,1,1,4,3,2.45
"2481","CTYZ_00000579","Ctyz_8",42,16,5,38,25.25,17.69
"2482","CTYZ_00000580","Ctyz_8",2,NA,NA,1,1.5,0.71
"2483","CTYZ_00000581","Ctyz_8",1,1,1,1,1,0
"2484","CTYZ_00000582","Ctyz_8",6,4,NA,7,5.67,1.53
"2485","CTYZ_00000583","Ctyz_8",11,3,NA,11,8.33,4.62
"2486","CTYZ_00000584","Ctyz_8",3,NA,NA,6,4.5,2.12
"2487","CTYZ_00000587","Ctyz_8",1,1,NA,2,1.33,0.58
"2488","CTYZ_00003985","Ctyz_00_1",32,35,6,79,38,30.28
"2489","CTYZ_00003986","Ctyz_00_2",3,4,1,6,3.5,2.08
"2490","CTYZ_00003987","Ctyz_00_2",1,1,NA,NA,1,0
"2491","CTYZ_00003992","Ctyz_00_3",2,3,NA,2,2.33,0.58
"2492","CTYZ_00003993","Ctyz_00_3",4,3,NA,4,3.67,0.58
"2493","CTYZ_00003994","Ctyz_00_3",2,NA,NA,2,2,0
"2494","CTYZ_00003995","Ctyz_00_3",4,5,NA,5,4.67,0.58
"2495","CTYZ_00003998","Ctyz_00_3",1,1,NA,2,1.33,0.58
"2496","CTYZ_00003999","Ctyz_00_3",1,1,NA,1,1,0
"2497","CTYZ_00004000","Ctyz_00_3",3,1,NA,1,1.67,1.15
"2498","CTYZ_00004001","Ctyz_00_3",5,4,NA,5,4.67,0.58
"2499","CTYZ_00004002","Ctyz_00_3",1,NA,NA,1,1,0
"2500","CTYZ_00004003","Ctyz_00_3",2,2,NA,1,1.67,0.58
"2501","CTYZ_00004004","Ctyz_00_3",2,1,NA,1,1.33,0.58
"2502","CTYZ_00004007","Ctyz_00_3",1,3,NA,NA,2,1.41
"2503","CTYZ_00004008","Ctyz_00_3",11,7,NA,5,7.67,3.06
"2504","CTYZ_00004009","Ctyz_00_3",2,3,NA,3,2.67,0.58
"2505","CTYZ_00004010","Ctyz_00_3",2,2,NA,2,2,0
"2506","CTYZ_00004011","Ctyz_00_3",7,13,1,9,7.5,5
"2507","CTYZ_00004012","Ctyz_00_3",2,2,NA,3,2.33,0.58
"2508","CTYZ_00004013","Ctyz_00_3",1,4,NA,1,2,1.73
"2509","CTYZ_00004016","Ctyz_00_3",1,2,NA,1,1.33,0.58
"2510","CTYZ_00004017","Ctyz_00_3",1,1,NA,1,1,0
"2511","CTYZ_00004019","Ctyz_00_3",1,NA,NA,NA,1,NA
"2512","CTYZ_00004020","Ctyz_00_3",7,11,NA,8,8.67,2.08
"2513","CTYZ_00004025","Ctyz_00_3",3,1,NA,1,1.67,1.15
"2514","CTYZ_00004027","Ctyz_00_3",1,1,NA,NA,1,0
"2515","CTYZ_00004028","Ctyz_00_3",1,1,NA,1,1,0
"2516","CTYZ_00004029","Ctyz_00_3",2,7,NA,4,4.33,2.52
"2517","CTYZ_00004030","Ctyz_00_3",2,2,NA,3,2.33,0.58
"2518","CTYZ_00004031","Ctyz_00_3",2,1,NA,3,2,1
"2519","CTYZ_00004032","Ctyz_00_3",1,2,2,NA,1.67,0.58
"2520","CTYZ_00004036","Ctyz_00_3",5,12,NA,5,7.33,4.04
"2521","CTYZ_00004037","Ctyz_00_3",6,34,2,7,12.25,14.66
"2522","CTYZ_00004038","Ctyz_00_3",1,1,NA,NA,1,0
"2523","CTYZ_00004039","Ctyz_00_3",6,8,2,7,5.75,2.63
"2524","CTYZ_00003587","Ctyz_1",NA,1,NA,NA,1,NA
"2525","CTYZ_00003593","Ctyz_1",NA,1,NA,NA,1,NA
"2526","CTYZ_00003601","Ctyz_1",NA,1,NA,1,1,0
"2527","CTYZ_00003623","Ctyz_1",NA,2,NA,NA,2,NA
"2528","CTYZ_00003663","Ctyz_1",NA,2,NA,2,2,0
"2529","CTYZ_00003667","Ctyz_1",NA,2,1,NA,1.5,0.71
"2530","CTYZ_00003668","Ctyz_1",NA,4,4,2,3.33,1.15
"2531","CTYZ_00003678","Ctyz_1",NA,1,NA,NA,1,NA
"2532","CTYZ_00003679","Ctyz_1",NA,1,NA,NA,1,NA
"2533","CTYZ_00003683","Ctyz_1",NA,6,1,1,2.67,2.89
"2534","CTYZ_00003690","Ctyz_1",NA,1,NA,NA,1,NA
"2535","CTYZ_00003694","Ctyz_1",NA,1,NA,NA,1,NA
"2536","CTYZ_00003697","Ctyz_1",NA,2,1,NA,1.5,0.71
"2537","CTYZ_00003701","Ctyz_1",NA,1,NA,NA,1,NA
"2538","CTYZ_00003702","Ctyz_1",NA,1,NA,NA,1,NA
"2539","CTYZ_00003709","Ctyz_1",NA,4,1,1,2,1.73
"2540","CTYZ_00003713","Ctyz_1",NA,2,3,1,2,1
"2541","CTYZ_00003714","Ctyz_1",NA,1,NA,1,1,0
"2542","CTYZ_00003715","Ctyz_1",NA,1,NA,NA,1,NA
"2543","CTYZ_00003718","Ctyz_1",NA,1,NA,NA,1,NA
"2544","CTYZ_00003719","Ctyz_1",NA,1,1,NA,1,0
"2545","CTYZ_00003720","Ctyz_1",NA,1,1,1,1,0
"2546","CTYZ_00003722","Ctyz_1",NA,1,1,NA,1,0
"2547","CTYZ_00003734","Ctyz_1",NA,1,NA,NA,1,NA
"2548","CTYZ_00003739","Ctyz_1",NA,1,NA,1,1,0
"2549","CTYZ_00003741","Ctyz_1",NA,1,NA,1,1,0
"2550","CTYZ_00003746","Ctyz_1",NA,1,NA,NA,1,NA
"2551","CTYZ_00003747","Ctyz_1",NA,2,NA,1,1.5,0.71
"2552","CTYZ_00003748","Ctyz_1",NA,1,NA,NA,1,NA
"2553","CTYZ_00003754","Ctyz_1",NA,3,1,NA,2,1.41
"2554","CTYZ_00003757","Ctyz_1",NA,1,1,NA,1,0
"2555","CTYZ_00003760","Ctyz_1",NA,1,2,NA,1.5,0.71
"2556","CTYZ_00003764","Ctyz_1",NA,2,NA,NA,2,NA
"2557","CTYZ_00003765","Ctyz_1",NA,1,NA,NA,1,NA
"2558","CTYZ_00003772","Ctyz_1",NA,1,NA,NA,1,NA
"2559","CTYZ_00003774","Ctyz_1",NA,1,NA,1,1,0
"2560","CTYZ_00003784","Ctyz_1",NA,1,NA,NA,1,NA
"2561","CTYZ_00003786","Ctyz_1",NA,1,1,NA,1,0
"2562","CTYZ_00003795","Ctyz_1",NA,1,NA,NA,1,NA
"2563","CTYZ_00003811","Ctyz_1",NA,1,NA,NA,1,NA
"2564","CTYZ_00003822","Ctyz_1",NA,1,NA,NA,1,NA
"2565","CTYZ_00003827","Ctyz_1",NA,1,NA,1,1,0
"2566","CTYZ_00003853","Ctyz_1",NA,1,2,NA,1.5,0.71
"2567","CTYZ_00003862","Ctyz_1",NA,2,1,NA,1.5,0.71
"2568","CTYZ_00003865","Ctyz_1",NA,4,2,NA,3,1.41
"2569","CTYZ_00003869","Ctyz_1",NA,4,2,NA,3,1.41
"2570","CTYZ_00003878","Ctyz_1",NA,1,1,1,1,0
"2571","CTYZ_00003880","Ctyz_1",NA,1,1,1,1,0
"2572","CTYZ_00003884","Ctyz_1",NA,1,1,NA,1,0
"2573","CTYZ_00003889","Ctyz_1",NA,1,NA,NA,1,NA
"2574","CTYZ_00003891","Ctyz_1",NA,2,NA,1,1.5,0.71
"2575","CTYZ_00003897","Ctyz_1",NA,1,NA,NA,1,NA
"2576","CTYZ_00003899","Ctyz_1",NA,1,NA,NA,1,NA
"2577","CTYZ_00003901","Ctyz_1",NA,1,NA,NA,1,NA
"2578","CTYZ_00003904","Ctyz_1",NA,1,NA,NA,1,NA
"2579","CTYZ_00003915","Ctyz_1",NA,1,NA,NA,1,NA
"2580","CTYZ_00003920","Ctyz_1",NA,4,2,2,2.67,1.15
"2581","CTYZ_00003922","Ctyz_1",NA,1,NA,2,1.5,0.71
"2582","CTYZ_00003923","Ctyz_1",NA,1,NA,NA,1,NA
"2583","CTYZ_00003928","Ctyz_1",NA,1,NA,NA,1,NA
"2584","CTYZ_00003930","Ctyz_1",NA,1,1,1,1,0
"2585","CTYZ_00003931","Ctyz_1",NA,1,1,NA,1,0
"2586","CTYZ_00003939","Ctyz_1",NA,1,NA,NA,1,NA
"2587","CTYZ_00003940","Ctyz_1",NA,1,NA,1,1,0
"2588","CTYZ_00003968","Ctyz_1",NA,2,NA,NA,2,NA
"2589","CTYZ_00002248","Ctyz_2",NA,2,1,NA,1.5,0.71
"2590","CTYZ_00002252","Ctyz_2",NA,1,NA,NA,1,NA
"2591","CTYZ_00002260","Ctyz_2",NA,2,NA,NA,2,NA
"2592","CTYZ_00002264","Ctyz_2",NA,1,NA,NA,1,NA
"2593","CTYZ_00002266","Ctyz_2",NA,1,NA,NA,1,NA
"2594","CTYZ_00002270","Ctyz_2",NA,2,1,NA,1.5,0.71
"2595","CTYZ_00002283","Ctyz_2",NA,1,NA,3,2,1.41
"2596","CTYZ_00002284","Ctyz_2",NA,1,NA,1,1,0
"2597","CTYZ_00002289","Ctyz_2",NA,3,NA,2,2.5,0.71
"2598","CTYZ_00002291","Ctyz_2",NA,1,1,1,1,0
"2599","CTYZ_00002299","Ctyz_2",NA,1,1,NA,1,0
"2600","CTYZ_00002308","Ctyz_2",NA,3,1,9,4.33,4.16
"2601","CTYZ_00002318","Ctyz_2",NA,1,1,NA,1,0
"2602","CTYZ_00002325","Ctyz_2",NA,1,NA,1,1,0
"2603","CTYZ_00002339","Ctyz_2",NA,1,NA,NA,1,NA
"2604","CTYZ_00002341","Ctyz_2",NA,3,1,NA,2,1.41
"2605","CTYZ_00002352","Ctyz_2",NA,1,2,NA,1.5,0.71
"2606","CTYZ_00002355","Ctyz_2",NA,1,1,1,1,0
"2607","CTYZ_00002357","Ctyz_2",NA,1,NA,NA,1,NA
"2608","CTYZ_00002359","Ctyz_2",NA,1,NA,NA,1,NA
"2609","CTYZ_00002373","Ctyz_2",NA,1,NA,1,1,0
"2610","CTYZ_00002384","Ctyz_2",NA,1,NA,NA,1,NA
"2611","CTYZ_00002388","Ctyz_2",NA,2,1,NA,1.5,0.71
"2612","CTYZ_00002393","Ctyz_2",NA,1,1,NA,1,0
"2613","CTYZ_00002394","Ctyz_2",NA,1,NA,NA,1,NA
"2614","CTYZ_00002395","Ctyz_2",NA,1,1,NA,1,0
"2615","CTYZ_00002397","Ctyz_2",NA,1,1,NA,1,0
"2616","CTYZ_00002401","Ctyz_2",NA,1,NA,NA,1,NA
"2617","CTYZ_00002409","Ctyz_2",NA,1,NA,NA,1,NA
"2618","CTYZ_00002419","Ctyz_2",NA,1,NA,1,1,0
"2619","CTYZ_00002422","Ctyz_2",NA,1,NA,NA,1,NA
"2620","CTYZ_00002425","Ctyz_2",NA,1,1,NA,1,0
"2621","CTYZ_00002426","Ctyz_2",NA,1,1,NA,1,0
"2622","CTYZ_00002428","Ctyz_2",NA,1,NA,NA,1,NA
"2623","CTYZ_00002429","Ctyz_2",NA,2,NA,NA,2,NA
"2624","CTYZ_00002434","Ctyz_2",NA,1,NA,NA,1,NA
"2625","CTYZ_00002437","Ctyz_2",NA,1,NA,NA,1,NA
"2626","CTYZ_00002439","Ctyz_2",NA,2,NA,NA,2,NA
"2627","CTYZ_00002442","Ctyz_2",NA,8,3,1,4,3.61
"2628","CTYZ_00002452","Ctyz_2",NA,2,NA,NA,2,NA
"2629","CTYZ_00002455","Ctyz_2",NA,2,1,NA,1.5,0.71
"2630","CTYZ_00002461","Ctyz_2",NA,3,1,NA,2,1.41
"2631","CTYZ_00002463","Ctyz_2",NA,1,NA,NA,1,NA
"2632","CTYZ_00002467","Ctyz_2",NA,4,3,NA,3.5,0.71
