"","GeneID","Chr","FeatureType","Product","meanDiversity","StDev","ChangesSum.866","ChangesSum.942","ChangesSum.900","ChangesSum.IXa","SNPs.866","SNPs.942","SNPs.900","SNPs.IXa","AmSNPs.866","AmSNPs.942","AmSNPs.900","AmSNPs.IXa","INS.866","INS.942","INS.900","INS.IXa","DEL.866","DEL.942","DEL.900","DEL.IXa"
"1593","CTYZ_00001914","Ctyz_4","CDS","Uncharacterized[space]protein",3,1,4,3,NA,2,1,2,NA,1,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA
"1594","CTYZ_00001915","Ctyz_4","CDS","Uncharacterized[space]protein",1.5,0.58,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1595","CTYZ_00001918","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1596","CTYZ_00001919","Ctyz_4","CDS","Brl1/Brr6[space]domain[space]containing[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","CTYZ_00001920","Ctyz_4","CDS","Myosin[space]motor[space]domain[space]containing[space]protein",8,2.94,6,11,5,10,4,11,5,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1598","CTYZ_00001921","Ctyz_4","CDS",NA,4,1.41,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","CTYZ_00001922","Ctyz_4","CDS","Condensin[space]subunit[space]1/Condensin-2[space]complex[space]subunit[space]D3",3,2.16,2,3,1,6,2,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","CTYZ_00001923","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","CTYZ_00001924","Ctyz_4","CDS",NA,3.5,0.71,NA,3,4,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","CTYZ_00001925","Ctyz_4","CDS","GPI[space]inositol-deacylase[space]PGAP1-like",2.25,1.26,2,4,1,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","CTYZ_00001926","Ctyz_4","CDS",NA,2.5,2.12,NA,4,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1604","CTYZ_00001927","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","CTYZ_00001928","Ctyz_4","CDS","Zinc[space]finger[comma][space]C3HC4[space]type[space](RING)[space]containing[space]protein",2,2,5,1,1,1,2,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"1606","CTYZ_00001929","Ctyz_4","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","CTYZ_00001930","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","CTYZ_00001932","Ctyz_4","CDS","Uncharacterized[space]protein",3.67,2.89,2,7,NA,2,2,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA
"1609","CTYZ_00001933","Ctyz_4","CDS",NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","CTYZ_00001934","Ctyz_4","CDS","RNA[space]helicase",2.67,1.53,1,4,3,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","CTYZ_00001935","Ctyz_4","CDS","Endonuclease/exonuclease/phosphatase",3.25,1.26,3,5,2,3,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","CTYZ_00001936","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","CTYZ_00001938","Ctyz_4","CDS","Uncharacterized[space]protein",2,0.82,2,1,2,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1614","CTYZ_00001939","Ctyz_4","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","CTYZ_00001941","Ctyz_4","CDS","Alpha/Beta[space]hydrolase[space]fold-containing[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","CTYZ_00001942","Ctyz_4","CDS","Endonuclease/exonuclease/phosphatase",2.25,0.5,2,2,2,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","CTYZ_00001943","Ctyz_4","CDS","Origin[space]recognition[space]complex[comma][space]subunit[space]2",2.5,1.29,1,4,3,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","CTYZ_00001944","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","CTYZ_00001945","Ctyz_4","CDS","RNAse[space]PH[space]domain[space]containing[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","CTYZ_00001946","Ctyz_4","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","CTYZ_00001947","Ctyz_4","CDS","putative[space]transmembrane[space]Protein",1.67,0.58,1,2,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","CTYZ_00001948","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","CTYZ_00001949","Ctyz_4","CDS","Nucleolar[comma][space]Nop52",1,0,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","CTYZ_00001950","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","CTYZ_00001952","Ctyz_4","CDS","Vacuolar[space]import/degradation[space]Vid27-related[space]protein",2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1626","CTYZ_00001955","Ctyz_4","CDS","Autophagy[space]protein[space]Apg5",3,2,1,3,NA,5,1,2,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"1627","CTYZ_00001957","Ctyz_4","CDS","Uncharacterized[space]protein",2.75,0.96,2,3,2,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","CTYZ_00001958","Ctyz_4","CDS","RecA-like[space]DNA[space]recombination[space]and[space]repair[space]protein",1.5,0.71,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"1629","CTYZ_00001959","Ctyz_4","CDS","Cyclin[space]B[space]like",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","CTYZ_00001960","Ctyz_4","CDS","DHHC[space]palmitoyltransferase",1.5,0.58,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","CTYZ_00001961","Ctyz_4","CDS","SET[space]domain[space]containing[space]protein",1.5,0.58,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","CTYZ_00001963","Ctyz_4","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","CTYZ_00001964","Ctyz_4","CDS","Uncharacterized[space]protein",1.25,0.5,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","CTYZ_00001965","Ctyz_4","CDS","Papain[space]family[space]cysteine[space]protease",3.33,1.53,3,5,2,NA,1,5,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1635","CTYZ_00001966","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","CTYZ_00001969","Ctyz_4","CDS","DNA[space]replication[space]factor[space]CDT1[space]like[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",1.67,1.15,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA
"1638","CTYZ_00001971","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","CTYZ_00001972","Ctyz_4","CDS","Dpy-19/Dpy-19-like[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","CTYZ_00001973","Ctyz_4","CDS","Aspartic[space]peptidase[space]A1[space]family",2.67,1.53,3,1,NA,4,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","CTYZ_00001974","Ctyz_4","CDS","RecF/RecN/SMC[space]domain[space]containing[space]protein",3,1,3,4,NA,2,2,3,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"1642","CTYZ_00001975","Ctyz_4","CDS","Adaptin[space]N[space]terminal[space]domain[space]containing[space]protein",2.75,0.5,3,3,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","CTYZ_00001977","Ctyz_4","CDS","Uncharacterized[space]protein",2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","CTYZ_00001978","Ctyz_4","CDS","Uncharacterized[space]protein",2,2,1,5,1,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","CTYZ_00001979","Ctyz_4","CDS","DNA[space]/[space]pantothenate[space]metabolism[space]flavoprotein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","CTYZ_00001980","Ctyz_4","CDS","60S[space]acidic[space]ribosomal[space]protein[space]P0",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","CTYZ_00001981","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","CTYZ_00001982","Ctyz_4","CDS","Uncharacterized[space]protein",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","CTYZ_00001983","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","CTYZ_00001984","Ctyz_4","CDS","Ubiquitin-activating[space]enzyme[space]E1",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","CTYZ_00001986","Ctyz_4","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","CTYZ_00001989","Ctyz_4","CDS","putative[space]transmembrane[space]Protein",3.67,0.58,4,3,NA,4,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","CTYZ_00001990","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"1654","CTYZ_00001991","Ctyz_4","CDS","Lysine--tRNA[space]ligase",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","CTYZ_00001992","Ctyz_4","CDS","Armadillo-type[space]fold[space]containing[space]protein",2.75,0.96,2,4,2,3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","CTYZ_00001993","Ctyz_4","CDS","Vacuolar[space]fusion[space]protein[space]Mon1",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","CTYZ_00001995","Ctyz_4","CDS","Vacuolar[space]protein[space]sorting-associated[space]protein[space]35",2.33,0.58,2,3,NA,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","CTYZ_00001997","Ctyz_4","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","CTYZ_00001999","Ctyz_4","CDS",NA,2,1.41,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1660","CTYZ_00002000","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","CTYZ_00002001","Ctyz_4","CDS","Tubulin-specific[space]chaperone[space]C",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","CTYZ_00002002","Ctyz_4","CDS","Uncharacterized[space]protein",3,3.37,1,2,8,1,1,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","CTYZ_00002003","Ctyz_4","CDS","Uncharacterized[space]protein",3.5,1.91,5,3,1,5,5,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","CTYZ_00002004","Ctyz_4","CDS","Uncharacterized[space]protein",1.75,0.96,1,3,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","CTYZ_00002007","Ctyz_4","CDS","Uncharacterized[space]protein",4.5,2.65,6,4,1,7,6,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","CTYZ_00002008","Ctyz_4","CDS",NA,2,1,NA,3,2,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","CTYZ_00002009","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","CTYZ_00002010","Ctyz_4","CDS","ClpA/B[space]family/26S[space]proteasome[space]subunit[space]P45",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","CTYZ_00002011","Ctyz_4","CDS",NA,1.5,0.71,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"1670","CTYZ_00002013","Ctyz_4","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","CTYZ_00002014","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","CTYZ_00002015","Ctyz_4","CDS","WD40[space]repeat-containing[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","CTYZ_00002017","Ctyz_4","CDS","Oxysterol-binding/PH[space]domain[space]containing[space]protein",1.33,0.58,2,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","CTYZ_00002018","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","CTYZ_00002019","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","CTYZ_00002020","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","CTYZ_00002021","Ctyz_4","CDS","Uncharacterized[space]protein",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","CTYZ_00002022","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","CTYZ_00002023","Ctyz_4","CDS","Nucleic[space]acid-binding[space]OB-fold-containing[space]protein",2.25,0.96,2,3,1,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","CTYZ_00002025","Ctyz_4","CDS","Phosphatidylinositol[space]3-[space]and[space]4-kinase/PIK-related[space]kinase",11.25,9.98,26,7,4,8,14,7,3,8,NA,NA,NA,NA,9,NA,NA,NA,3,NA,1,NA
"1681","CTYZ_00002026","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","CTYZ_00002027","Ctyz_4","CDS","Sec7[space]domain[space]containing[space]protein",4,2.71,3,8,3,2,1,7,2,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA
"1683","CTYZ_00002029","Ctyz_4","CDS","NADPH-cytochrome[space]p450[space]reductase",1.67,0.58,2,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1684","CTYZ_00002031","Ctyz_4","CDS","p-type[space]Atpase",2.25,1.26,2,4,2,1,1,3,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"1685","CTYZ_00002032","Ctyz_4","CDS","Uncharacterized[space]protein",2.25,1.26,1,4,2,2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","CTYZ_00002033","Ctyz_4","CDS","Brix[space]domain[space]containing[space]protein",1.25,0.5,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","CTYZ_00002034","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","CTYZ_00002036","Ctyz_4","CDS","Amino[space]acid[space]transporter",1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","CTYZ_00002037","Ctyz_4","CDS","DnaJ[space]domain[space]containing[space]protein",2,0,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","CTYZ_00002039","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","CTYZ_00002040","Ctyz_4","CDS","Uncharacterized[space]protein",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","CTYZ_00002041","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","CTYZ_00002044","Ctyz_4","CDS","DnaJ[space]domain[space]containing[space]protein",1.75,1.5,1,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","CTYZ_00002045","Ctyz_4","CDS","Uncharacterized[space]protein",2.5,1.29,3,4,1,2,2,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1695","CTYZ_00002046","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","CTYZ_00002047","Ctyz_4","CDS","sugar[space]transporter-like[space]protein",1,0,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","CTYZ_00002048","Ctyz_4","CDS","Uncharacterized[space]protein",3.33,2.08,5,1,NA,4,4,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1698","CTYZ_00002050","Ctyz_4","CDS","Uncharacterized[space]protein",2.25,1.26,2,2,1,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1
"1699","CTYZ_00002051","Ctyz_4","CDS","Polyketide[space]synthase",19,8.72,16,32,14,14,14,31,13,14,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA
"1700","CTYZ_00002052","Ctyz_4","CDS","Peptidase[space]M24",3.5,1.73,4,5,1,4,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","CTYZ_00002053","Ctyz_4","CDS","Uncharacterized[space]protein",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","CTYZ_00002054","Ctyz_4","CDS","Vacuolar[space]sorting[space]protein[space]VPS52/suppressor[space]of[space]actin[space]Sac2-family[space]protein",2,0.82,2,1,2,3,2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1703","CTYZ_00002055","Ctyz_4","tRNA","tRNA-Val",1.5,0.71,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1704","CTYZ_00002057","Ctyz_4","CDS","AP2/ERF[space]domain[space]containing[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","CTYZ_00002058","Ctyz_4","CDS","ERCC4/XP-G-type[space]excision[space]repair[space]nuclease",2.25,0.5,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","CTYZ_00002059","Ctyz_4","CDS","RAD1[comma][space]NH2[space]terminal[space]ERCC4-like[space]helicase[space]domain[space]containing[space]protein",1.67,0.58,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1707","CTYZ_00002062","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","CTYZ_00002063","Ctyz_4","CDS",NA,2,1.41,NA,3,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1709","CTYZ_00002064","Ctyz_4","CDS","Dbp1p[comma][space]eIF4a-1[space]family[space]RNA[space]SFII[space]helicase[space](DEXDC+HELICc)",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","CTYZ_00002065","Ctyz_4","CDS","Uncharacterized[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","CTYZ_00002066","Ctyz_4","CDS","Alpha/Beta[space]hydrolase[space]fold[space]containing[space]protein",2.33,1.53,1,4,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1712","CTYZ_00002067","Ctyz_4","CDS",NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","CTYZ_00002069","Ctyz_4","CDS",NA,1.67,1.15,NA,3,1,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","CTYZ_00002070","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1715","CTYZ_00002072","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","CTYZ_00002073","Ctyz_4","CDS","Oocyst[space]wall[space]protein[space]6",2.33,1.15,3,3,NA,1,1,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1717","CTYZ_00002074","Ctyz_4","CDS","Adenylyl[space]cyclase[space]class-3/4/guanylyl[space]cyclase",2.25,1.26,2,4,1,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","CTYZ_00002075","Ctyz_4","CDS","Sugar[space]phosphate[space]transporter[space]domain[space]containing[space]protein",2,1.41,1,4,1,2,1,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1719","CTYZ_00002076","Ctyz_4","CDS","Glycosyl[space]transferase[space]ALG6/ALG8",3,0,3,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"1720","CTYZ_00002078","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","CTYZ_00002079","Ctyz_4","CDS","Cullin[space]family",1.75,0.96,1,3,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","CTYZ_00002080","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","CTYZ_00002081","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"1724","CTYZ_00002082","Ctyz_4","CDS",NA,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","CTYZ_00002084","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","CTYZ_00002085","Ctyz_4","CDS","RNA[space]polymerase[space]Rpb3/Rpb11[space]dimerization[space]domain[space]containing[space]protein",1.5,0.71,1,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","CTYZ_00002086","Ctyz_4","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
